food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,available_carbs_per100g,gl_per100g_median,gl_per100g_min,gl_per100g_max,serving_size_per100g_g,portion_serving_key,available_carbs_portion_median,available_carbs_portion_min,available_carbs_portion_max,Serving size G,Serving size min ,Serving Size Max,Serving size confidence
INDWEB_0270,Cheese spread,Cheese spread,Dairy,portion,100,100,100,0.75,95.0,Henry et al. GI tables (non-Indian cohort),60.92,60.92,60.92,High,0.45,64.13,"Per-100g values proxy-mapped to validated source item 'Cheese Bun' (food_id=NONIND_0008); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",64.13,60.92,60.92,60.92,100.0,portion_100g,64.13,64.13,64.13,150.0,105.0,195.0,0.6
INDWEB_0271,Butter,Butter,Dairy,piece,100,100,100,0.75,64.7,Henry et al. GI tables (non-Indian cohort),21.6,21.6,21.6,High,0.62,33.38,"Per-100g values proxy-mapped to validated source item 'Butter Cake' (food_id=NONIND_0692); mapping_score=0.50; mapping_tier=medium. Converted from source serving_size_g=80g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",33.38,21.6,21.6,21.6,100.0,portion_100g,33.38,33.38,33.38,56.0,42.0,70.0,0.7
INDWEB_0272,Ghee,Ghee,Dairy,portion,100,100,100,0.75,62.0,Henry et al. GI tables (non-Indian cohort),8.26,8.26,8.26,Low,0.88,13.33,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Potato' (food_id=NONIND_0428).",13.33,8.26,8.26,8.26,100.0,portion_100g,13.33,13.33,13.33,150.0,105.0,195.0,0.6
INDWEB_0273,Mayonnaise,Mayonnaise,Dairy,portion,100,100,100,0.75,90.0,Henry et al. GI tables (non-Indian cohort),9.45,9.45,9.45,Low,0.88,10.5,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Plain Steam Sevai Roll' (food_id=NONIND_0526).",10.5,9.45,9.45,9.45,100.0,portion_100g,10.5,10.5,10.5,150.0,105.0,195.0,0.55
INDWEB_0274,Mint chutney,Mint chutney,Dairy,piece,100,100,100,0.75,68.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,11.34,11.34,11.34,Medium,0.66,16.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Neer Dosa with Chutney' (food_id=T3_0057).",16.67,11.34,11.34,11.34,100.0,portion_100g,16.67,16.67,16.67,79.0,59.0,99.0,0.7
INDWEB_0275,Coriander chutney,Coriander chutney,Dairy,katori,100,100,100,0.75,46.3,Henry et al. GI tables (non-Indian cohort),8.24,8.24,8.24,Low,0.88,17.8,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pittu with Greenleafy Curry with Gravy' (food_id=NONIND_0684).",17.8,8.24,8.24,8.24,100.0,portion_100g,17.8,17.8,17.8,150.0,120.0,180.0,0.7
INDWEB_0276,Tamarind chutney,Tamarind chutney,Dairy,katori,100,100,100,0.75,46.3,Henry et al. GI tables (non-Indian cohort),6.48,6.48,6.48,Low,0.88,14.0,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pittu with Green Curry and Gravy' (food_id=NONIND_0603).",14.0,6.48,6.48,6.48,100.0,portion_100g,14.0,14.0,14.0,150.0,120.0,180.0,0.7
INDWEB_0277,Pickle (mango),Pickle (mango),Dairy,piece,100,100,100,0.75,35.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 117; n=10 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 25 g available carbs (table page 21).",3.64,3.64,3.64,Low,0.64,10.4,"Per-100g values proxy-mapped to validated source item 'Mango' (food_id=IND_HENRY2021_606); mapping_score=0.50; mapping_tier=medium. Converted from source serving_size_g=200g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",10.4,3.64,3.64,3.64,100.0,portion_100g,10.4,10.4,10.4,107.0,80.0,134.0,0.7
INDWEB_0278,Pickle (lime),Pickle (lime),Dairy,portion,100,100,100,0.75,70.4,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.14,13.14,13.14,Medium,0.72,18.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Capsicum and Onion' (food_id=WEST_IN_0007).",18.67,13.14,13.14,13.14,100.0,portion_100g,18.67,18.67,18.67,150.0,105.0,195.0,0.6
INDWEB_0279,Papad (roasted),Papad (roasted),Dairy,portion,100,100,100,0.75,77.0,Henry et al. GI tables (non-Indian cohort),12.94,12.94,12.94,Medium,0.62,16.8,"Per-100g values proxy-mapped to validated source item 'Luceayam Roasted' (food_id=NONIND_0551); mapping_score=0.48; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.8,12.94,12.94,12.94,100.0,portion_100g,16.8,16.8,16.8,150.0,105.0,195.0,0.6
INDWEB_0280,Papad (fried),Papad (fried),Dairy,portion,100,100,100,0.75,69.0,Henry et al. GI tables (non-Indian cohort),16.56,16.56,16.56,Medium,0.62,24.0,"Per-100g values proxy-mapped to validated source item 'Fried Fritter' (food_id=NONIND_0517); mapping_score=0.48; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",24.0,16.56,16.56,16.56,100.0,portion_100g,24.0,24.0,24.0,151.0,106.0,195.0,0.55
INDWEB_0281,Salad (kachumber),Salad (kachumber),Dairy,plate,100,100,100,0.75,86.0,Henry et al. GI tables (non-Indian cohort),11.46,11.46,11.46,Medium,0.88,13.33,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Polishedbrown Rice' (food_id=NONIND_0069).",13.33,11.46,11.46,11.46,100.0,portion_100g,13.33,13.33,13.33,150.0,120.0,180.0,0.7
INDWEB_0282,Onion salad,Onion salad,Dairy,portion,100,100,100,0.75,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,14.2,14.2,14.2,Medium,0.41,20.0,"Per-100g values proxy-mapped to validated source item 'Onion Rings' (food_id=WEST_IN_0230); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",20.0,14.2,14.2,14.2,100.0,portion_100g,20.0,20.0,20.0,150.0,105.0,195.0,0.6
INDWEB_0283,Green salad,Green salad,Dairy,portion,100,100,100,0.75,31.4,Henry et al. GI tables (non-Indian cohort),5.32,5.32,5.32,Low,0.45,16.93,"Per-100g values proxy-mapped to validated source item 'Green Gram' (food_id=NONIND_0621); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",16.93,5.32,5.32,5.32,100.0,portion_100g,16.93,16.93,16.93,150.0,105.0,195.0,0.55
INDWEB_0284,Idli podi (gunpowder) with oil,Idli podi (gunpowder) with oil,Mixed meals,plate,100,100,100,0.75,68.0,Henry et al. GI tables (non-Indian cohort),11.7,11.7,11.7,Medium,0.45,17.2,"Per-100g values proxy-mapped to validated source item 'White Rice Cooked with Oil' (food_id=NONIND_0010); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",17.2,11.7,11.7,11.7,100.0,portion_100g,17.2,17.2,17.2,150.0,120.0,180.0,0.7
INDWEB_0285,Dosa podi with ghee,Dosa podi with ghee,Mixed meals,piece,80,35,155,0.9,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",15.51,6.79,30.05,Medium,0.45,34.75,"Per-100g values proxy-mapped to validated source item 'Dosa' (food_id=IND_HENRY2021_688); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=120g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",34.75,19.39,19.39,19.39,100.0,dosa_small_medium_large,27.8,12.16,53.86,90.0,67.0,112.0,0.75
INDWEB_0286,Hyderabadi haleem,Hyderabadi haleem,Mixed meals,katori,100,100,100,0.75,44.4,Henry et al. GI tables (non-Indian cohort),6.78,6.78,6.78,Low,0.88,15.27,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pittu with Green Curry' (food_id=NONIND_0601).",15.27,6.78,6.78,6.78,100.0,portion_100g,15.27,15.27,15.27,150.0,120.0,180.0,0.7
INDWEB_0287,Nihari,Nihari,Mixed meals,portion,100,100,100,0.75,62.0,Henry et al. GI tables (non-Indian cohort),8.26,8.26,8.26,Low,0.88,13.33,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Potato' (food_id=NONIND_0428).",13.33,8.26,8.26,8.26,100.0,portion_100g,13.33,13.33,13.33,150.0,105.0,195.0,0.6
INDWEB_0288,Payaa soup,Payaa soup,Mixed meals,portion,100,100,100,0.75,74.0,Henry et al. GI tables (non-Indian cohort),15.44,15.44,15.44,Medium,0.45,20.87,"Per-100g values proxy-mapped to validated source item 'Soy Bean Paste Soup and Rice' (food_id=NONIND_0314); mapping_score=0.14; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",20.87,15.44,15.44,15.44,100.0,portion_100g,20.87,20.87,20.87,150.0,105.0,195.0,0.6
INDWEB_0289,Dal baati churma,Dal baati churma,Mixed meals,katori,200,160,240,0.6,42.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,11.2,8.96,13.44,Medium,0.83,13.33,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Moong Dal Chilla' (food_id=T2_0091).",13.33,5.6,5.6,5.6,100.0,dal_katori_default,26.66,21.33,31.99,150.0,120.0,180.0,0.7
INDWEB_0290,Baati (plain),Baati (plain),Mixed meals,portion,100,100,100,0.75,60.0,Henry et al. GI tables (non-Indian cohort),8.95,8.95,8.95,Low,0.45,14.92,"Per-100g values proxy-mapped to validated source item 'Plain Wheat Noodles' (food_id=NONIND_0074); mapping_score=0.25; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",14.92,8.95,8.95,8.95,100.0,portion_100g,14.92,14.92,14.92,150.0,105.0,195.0,0.55
INDWEB_0291,Churma (sweet),Churma (sweet),Mixed meals,portion,100,100,100,0.75,55.0,Henry et al. GI tables (non-Indian cohort),7.33,7.33,7.33,Low,0.45,13.33,"Per-100g values proxy-mapped to validated source item 'Sweet Corn' (food_id=NONIND_0415); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",13.33,7.33,7.33,7.33,100.0,portion_100g,13.33,13.33,13.33,150.0,105.0,195.0,0.6
INDWEB_0292,Undhiyu,Undhiyu,Mixed meals,portion,100,100,100,0.75,69.9,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,13.05,13.05,13.05,Medium,0.72,18.67,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Pizza Veg Gie Delight' (food_id=WEST_IN_0096).",18.67,13.05,13.05,13.05,100.0,portion_100g,18.67,18.67,18.67,150.0,105.0,195.0,0.6
INDWEB_0293,Kadhi khichdi (combo),Kadhi khichdi (combo),Mixed meals,portion,134,120,150,0.9,35.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 133; n=None None; ref food/time: Healthy Glucose/2.5h participants NutritionandDiabetes Henryetal.NutritionandDiabetes (2021) 11:2 Page23of36 Reference Country Fooditem GI(glucose=100) Servingsize(g)perexperimental AvailableCHO Participants Reference portionsize (g)per (typeand foodand experimental number) timeperiod portion Mean SEM; portion 50 g provides 10 g available carbs (table page 22).",5.21,4.67,5.83,Low,0.45,11.11,"Per-100g values proxy-mapped to validated source item 'Khichdi' (food_id=IND_HENRY2021_663); mapping_score=0.33; mapping_tier=low. Converted from source serving_size_g=180g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",11.11,3.89,3.89,3.89,100.0,cooked_rice_nin_cup_200ml,14.89,13.33,16.66,151.0,107.0,196.0,0.6
INDWEB_0294,Dal chawal (plain),Dal chawal (plain),Mixed meals,portion,200,160,240,0.6,60.0,Henry et al. GI tables (non-Indian cohort),17.9,14.32,21.48,Medium,0.45,14.92,"Per-100g values proxy-mapped to validated source item 'Plain Wheat Noodles' (food_id=NONIND_0074); mapping_score=0.20; mapping_tier=low. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",14.92,8.95,8.95,8.95,100.0,dal_katori_default,29.84,23.87,35.81,150.0,105.0,195.0,0.6
INDWEB_0295,Curd rice with pickle,Curd rice with pickle,Mixed meals,plate,134,120,150,0.9,3.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #577",0.71,0.64,0.8,Low,0.64,17.78,"Per-100g values proxy-mapped to validated source item 'Japonica Rice with' (food_id=T1_0577); mapping_score=0.48; mapping_tier=medium. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",17.78,0.53,0.53,0.53,100.0,cooked_rice_nin_cup_200ml,23.83,21.34,26.67,150.0,120.0,180.0,0.8
INDWEB_0296,Chole chawal (combo),Chole chawal (combo),Mixed meals,portion,100,100,100,0.75,60.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,8.0,8.0,8.0,Low,0.78,13.33,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Chole Chawal' (food_id=T2_0102).",13.33,8.0,8.0,8.0,100.0,portion_100g,13.33,13.33,13.33,150.0,105.0,195.0,0.6
INDWEB_0297,Lucknowi biryani,Lucknowi biryani,Mixed meals,plate,134,120,150,0.9,52.0,Henry et al. GI tables (non-Indian cohort),5.49,4.92,6.15,Low,0.62,7.88,"Per-100g values proxy-mapped to validated source item 'Biryani' (food_id=NONIND_0738); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",7.88,4.1,4.1,4.1,100.0,cooked_rice_nin_cup_200ml,10.56,9.46,11.82,179.0,143.0,214.0,0.7
INDWEB_0298,Kolkata biryani,Kolkata biryani,Mixed meals,plate,134,120,150,0.9,52.0,Henry et al. GI tables (non-Indian cohort),5.49,4.92,6.15,Low,0.62,7.88,"Per-100g values proxy-mapped to validated source item 'Biryani' (food_id=NONIND_0738); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",7.88,4.1,4.1,4.1,100.0,cooked_rice_nin_cup_200ml,10.56,9.46,11.82,179.0,143.0,214.0,0.7
INDWEB_0299,Ambur biryani,Ambur biryani,Mixed meals,plate,134,120,150,0.9,52.0,Henry et al. GI tables (non-Indian cohort),5.49,4.92,6.15,Low,0.62,7.88,"Per-100g values proxy-mapped to validated source item 'Biryani' (food_id=NONIND_0738); mapping_score=0.58; mapping_tier=medium. Converted from source serving_size_g=250g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency.",7.88,4.1,4.1,4.1,100.0,cooked_rice_nin_cup_200ml,10.56,9.46,11.82,179.0,143.0,214.0,0.7
INDWEB_0300,Vangi bath,Vangi bath,Mixed meals,portion,100,100,100,0.75,85.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,16.52,16.52,16.52,Medium,0.58,19.44,"Per-100g values proxy-mapped to validated source item 'Acorn Jelly' (food_id=NONIND_0398); mapping_score=0.00; mapping_tier=low. Converted from source serving_size_g=150g. Hint: Specify cooking method + typical add-ons (oil/ghee/butter, chutney, sugar) for GI/GL consistency. | REMAP_V3: replaced sink proxy (GI=71.7, carbs=9.2) using master candidate 'Poha Jalebi' (food_id=T3_0103).",19.44,16.52,16.52,16.52,100.0,portion_100g,19.44,19.44,19.44,150.0,105.0,195.0,0.6
